id,stateId,targetTable,gapFamily,sourceName,sourceUrl,domain,ledgerStatus,crawlMethod,priority,trustedMissingRows,sourceFamily,whyNeeded
nonprofit_link_registry-illinois-nonprofit-organizations-https-www-thearcofillinois-org,illinois,nonprofit_organizations,nonprofit_support,thearcofillinois.org,https://www.thearcofillinois.org/,thearcofillinois.org,ready_js_heavy,playwright,2002,1,nonprofit,Needed to deepen local nonprofit help coverage.
nonprofit_link_registry-georgia-nonprofit-organizations-https-www-waltonoptions-org,georgia,nonprofit_organizations,nonprofit_support,waltonoptions.org,https://www.waltonoptions.org/,waltonoptions.org,ready_js_heavy,playwright,2002,1,nonprofit,Needed to deepen local nonprofit help coverage.
nonprofit_link_registry-multi-state-nonprofit-organizations-https-oklahomaparentscenter-org-trainings,multi-state,nonprofit_organizations,nonprofit_support,parentcenterhub.org,https://oklahomaparentscenter.org/trainings,oklahomaparentscenter.org,ready_lightweight,static_fetch,2800,0,nonprofit,Needed to deepen local nonprofit help coverage.
nonprofit_link_registry-multi-state-nonprofit-organizations-https-raisecenter-org-rsa-parent-centers,multi-state,nonprofit_organizations,nonprofit_support,parentcenterhub.org,https://raisecenter.org/rsa-parent-centers,raisecenter.org,ready_lightweight,static_fetch,2800,0,nonprofit,Needed to deepen local nonprofit help coverage.
nonprofit_link_registry-georgia-nonprofit-organizations-https-thegao-org,georgia,nonprofit_organizations,nonprofit_support,thegao.org,https://thegao.org/,thegao.org,ready_js_heavy,playwright,2559,0,nonprofit,Needed to deepen local nonprofit help coverage.
nonprofit_link_registry-alaska-nonprofit-organizations-https-thearcofanchorage-org,alaska,nonprofit_organizations,nonprofit_support,thearcofanchorage.org,https://thearcofanchorage.org/,thearcofanchorage.org,ready_js_heavy,playwright,2020,0,nonprofit,Needed to deepen local nonprofit help coverage.
nonprofit_link_registry-california-nonprofit-organizations-https-fiestaeducativa-org,california,nonprofit_organizations,nonprofit_support,fiestaeducativa.org,https://fiestaeducativa.org/,fiestaeducativa.org,ready_js_heavy,playwright,2001,0,nonprofit,Needed to deepen local nonprofit help coverage.
nonprofit_link_registry-california-nonprofit-organizations-https-supportforfamilies-org,california,nonprofit_organizations,nonprofit_support,supportforfamilies.org,https://supportforfamilies.org/,supportforfamilies.org,ready_js_heavy,playwright,2001,0,nonprofit,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-dallas-fort-worth,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-dallas-fort-worth,thearc.org,ready_lightweight,static_fetch,254,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-greater-beaumont,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-greater-beaumont,thearc.org,ready_lightweight,static_fetch,254,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-katy,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-katy,thearc.org,ready_lightweight,static_fetch,254,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-the-gulf-coast,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-the-gulf-coast,thearc.org,ready_lightweight,static_fetch,254,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-bryan-college-station,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-bryan-college-station,thearc.org,ready_lightweight,static_fetch,248,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-san-antonio,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-san-antonio,thearc.org,ready_lightweight,static_fetch,248,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-southwest-georgia,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-southwest-georgia,thearc.org,ready_lightweight,static_fetch,158,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-northeast-georgia,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-northeast-georgia,thearc.org,ready_lightweight,static_fetch,153,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-central-kentucky,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-central-kentucky,thearc.org,ready_lightweight,static_fetch,120,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-kentucky,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/kentucky,thearc.org,ready_lightweight,static_fetch,119,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-missouri,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/missouri,thearc.org,ready_lightweight,static_fetch,115,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-the-ozarks,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-the-ozarks,thearc.org,ready_lightweight,static_fetch,115,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-tarc,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/tarc,thearc.org,ready_lightweight,static_fetch,105,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-central-plains,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-central-plains,thearc.org,ready_lightweight,static_fetch,105,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-solomon-valley,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-solomon-valley,thearc.org,ready_lightweight,static_fetch,103,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-blue-island-citizens-for-dd,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/blue-island-citizens-for-dd,thearc.org,ready_lightweight,static_fetch,102,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-gateway-services-inc,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/gateway-services-inc,thearc.org,ready_lightweight,static_fetch,102,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-larc,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/larc,thearc.org,ready_lightweight,static_fetch,102,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-sertoma-star-services,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/sertoma-star-services,thearc.org,ready_lightweight,static_fetch,102,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-ucp-seguin-of-greater-chicago,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/ucp-seguin-of-greater-chicago,thearc.org,ready_lightweight,static_fetch,102,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-ups-for-downs,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/ups-for-downs,thearc.org,ready_lightweight,static_fetch,102,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-greensboro-inc,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-greensboro-inc,thearc.org,ready_lightweight,static_fetch,100,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-high-point,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-high-point,thearc.org,ready_lightweight,static_fetch,100,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-the-triangle,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-the-triangle,thearc.org,ready_lightweight,static_fetch,100,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-buffalo-river-services-inc,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/buffalo-river-services-inc,thearc.org,ready_lightweight,static_fetch,95,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-eastern-shore,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-eastern-shore,thearc.org,ready_lightweight,static_fetch,95,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-greater-williamsburg,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-greater-williamsburg,thearc.org,ready_lightweight,static_fetch,95,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-mid-south,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-mid-south,thearc.org,ready_lightweight,static_fetch,95,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-new-river-valley,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-new-river-valley,thearc.org,ready_lightweight,static_fetch,95,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-north-central-virginia,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-north-central-virginia,thearc.org,ready_lightweight,static_fetch,95,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-southside,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-southside,thearc.org,ready_lightweight,static_fetch,95,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-the-great-smokies,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-the-great-smokies,thearc.org,ready_lightweight,static_fetch,95,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-the-piedmont,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-the-piedmont,thearc.org,ready_lightweight,static_fetch,95,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-versability-resources-inc,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/versability-resources-inc,thearc.org,ready_lightweight,static_fetch,95,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-central-nebraska,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-central-nebraska,thearc.org,ready_lightweight,static_fetch,93,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-norfolk,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-norfolk,thearc.org,ready_lightweight,static_fetch,93,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-omaha-at-the-ollie-webb-center,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-omaha-at-the-ollie-webb-center,thearc.org,ready_lightweight,static_fetch,93,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-achieva-resources-corporation-inc,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/achieva-resources-corporation-inc,thearc.org,ready_lightweight,static_fetch,92,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-adec-inc,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/adec-inc,thearc.org,ready_lightweight,static_fetch,92,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-hillcroft-services-inc,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/hillcroft-services-inc,thearc.org,ready_lightweight,static_fetch,92,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-hopewell-center,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/hopewell-center,thearc.org,ready_lightweight,static_fetch,92,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-new-horizons-the-arc-of-southeast-indiana,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/new-horizons-the-arc-of-southeast-indiana,thearc.org,ready_lightweight,static_fetch,92,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-peak-community-services-inc,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/peak-community-services-inc,thearc.org,ready_lightweight,static_fetch,92,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-evansville,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-evansville,thearc.org,ready_lightweight,static_fetch,92,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-hendericks-county-sycamore-services,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-hendericks-county-sycamore-services,thearc.org,ready_lightweight,static_fetch,92,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-southwest-indiana,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-southwest-indiana,thearc.org,ready_lightweight,static_fetch,92,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-hoosier-prairie-arc,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-hoosier-prairie-arc,thearc.org,ready_lightweight,static_fetch,92,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-stone-belt-arc-inc,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/stone-belt-arc-inc,thearc.org,ready_lightweight,static_fetch,91,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-northland,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-northland,thearc.org,ready_lightweight,static_fetch,87,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-dearborn,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-dearborn,thearc.org,ready_lightweight,static_fetch,83,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-detroit,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-detroit,thearc.org,ready_lightweight,static_fetch,83,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-downriver,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-downriver,thearc.org,ready_lightweight,static_fetch,83,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-grosse-pointe-harper-woods,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-grosse-pointe-harper-woods,thearc.org,ready_lightweight,static_fetch,83,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-central-michigan,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-central-michigan,thearc.org,ready_lightweight,static_fetch,83,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-mid-michigan,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-mid-michigan,thearc.org,ready_lightweight,static_fetch,83,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-northern-michigan,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-northern-michigan,thearc.org,ready_lightweight,static_fetch,82,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-northwest-mississippi,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-northwest-mississippi,thearc.org,ready_lightweight,static_fetch,82,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-southeast-mississippi,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-southeast-mississippi,thearc.org,ready_lightweight,static_fetch,82,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-arc-of-southwest-mississippi,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/arc-of-southwest-mississippi,thearc.org,ready_lightweight,static_fetch,81,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-arkansas,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/arkansas,thearc.org,ready_lightweight,static_fetch,75,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-for-the-river-valley,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-for-the-river-valley,thearc.org,ready_lightweight,static_fetch,75,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-arc-of-southwestern-wisconsin-inc,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/arc-of-southwestern-wisconsin-inc,thearc.org,ready_lightweight,static_fetch,70,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-arc-gateway,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/arc-gateway,thearc.org,ready_lightweight,static_fetch,67,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-nature-coast,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-nature-coast,thearc.org,ready_lightweight,static_fetch,67,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-north-florida,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-north-florida,thearc.org,ready_lightweight,static_fetch,67,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-central-alabama,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-central-alabama,thearc.org,ready_lightweight,static_fetch,67,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-greater-pittsburgh,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-greater-pittsburgh,thearc.org,ready_lightweight,static_fetch,67,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-northeastern-pennsylvania,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-northeastern-pennsylvania,thearc.org,ready_lightweight,static_fetch,67,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-southwest-alabama,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-southwest-alabama,thearc.org,ready_lightweight,static_fetch,67,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-southwest-florida,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-southwest-florida,thearc.org,ready_lightweight,static_fetch,67,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-st-lucie-county-inc,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-st-lucie-county-inc,thearc.org,ready_lightweight,static_fetch,67,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-the-chattahoochee-valley,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-the-chattahoochee-valley,thearc.org,ready_lightweight,static_fetch,67,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-the-gulf-coast-al,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-the-gulf-coast-al,thearc.org,ready_lightweight,static_fetch,67,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-the-shoals,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-the-shoals,thearc.org,ready_lightweight,static_fetch,67,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-ridge-area,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-ridge-area,thearc.org,ready_lightweight,static_fetch,67,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-sunrise-of-central-florida,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-sunrise-of-central-florida,thearc.org,ready_lightweight,static_fetch,67,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-victory-living-programs-inc,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/victory-living-programs-inc,thearc.org,ready_lightweight,static_fetch,67,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-space-coast,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/space-coast,thearc.org,ready_lightweight,static_fetch,66,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-jacksonville,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-jacksonville,thearc.org,ready_lightweight,static_fetch,66,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-the-arc-of-south-florida,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/the-arc-of-south-florida,thearc.org,ready_lightweight,static_fetch,66,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-south-dakota,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/south-dakota,thearc.org,ready_lightweight,static_fetch,65,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-advocacy-denver,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/advocacy-denver,thearc.org,ready_lightweight,static_fetch,64,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-beauregard-arc,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/beauregard-arc,thearc.org,ready_lightweight,static_fetch,64,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-lafayette-arc,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/lafayette-arc,thearc.org,ready_lightweight,static_fetch,64,0,arc_network,Needed to deepen local nonprofit help coverage.
affiliate_discovery-multi-state-nonprofit-organizations-https-thearc-org-chapter-st-john-arc,multi-state,nonprofit_organizations,nonprofit_support,thearc.org,https://thearc.org/chapter/st-john-arc,thearc.org,ready_lightweight,static_fetch,64,0,arc_network,Needed to deepen local nonprofit help coverage.
